N	2gram	Propp_Isto	Problema
2498	знает как	2	1
2499	сопоставления и	1	1
2500	которые восходят	1	1
2501	только художественная	1	1
2502	вошли в	1	1
2503	функцию или	1	1
2504	к жизни	2	1
2505	один момент	1	1
2506	не подлежит	1	1
2507	с мифами	3	1
2508	этой цели	1	1
2509	так часто	2	1
2510	здесь целиком	1	1
2511	спокойно и	1	1
2512	мы отличаем	1	1
2513	и оно	2	1
2514	упирается в	1	1
2515	очень многие	1	1
2516	руки и	3	1
2517	зная что	1	1
2518	он прежде	1	1
2519	и стала	1	1
2520	с выражением	1	1
2521	они часто	2	1
2522	всем их	1	1
2523	с областью	1	1
2524	гораздо шире	1	1
2525	они стали	1	1
2526	покажет нам	1	1
2527	там мы	1	1
2528	достаточно ли	1	1
2529	оно в	2	1
2530	он спустился	1	1
2531	их тоже	1	1
2532	же к	1	1
2533	дело уже	1	1
2534	их развития	1	1
2535	в руки	4	1
2536	очень близко	1	1
2537	как уже	2	1
2538	что нужно	2	1
2539	обстоит дело	4	1
2540	это для	2	1
2541	и ленина	1	1
2542	вопрос как	1	1
2543	пришло время	1	1
2544	читатель поймет	1	1
2545	что внешнее	1	1
2546	к тем	1	1
2547	говорит я	1	1
2548	что образ	2	1
2549	что данный	2	1
2550	напоминает нам	1	1
2551	только у	2	1
2552	всего народа	1	1
2553	явлений в	2	1
2554	власть и	1	1
2555	миф как	1	1
2556	дать ему	2	1
2557	если например	1	1
2558	из видов	3	1
2559	такая функция	1	1
2560	не найдет	1	1
2561	весьма важным	1	1
2562	в потусторонний	1	1
2563	в большинстве	4	1
2564	чем является	1	1
2565	по окончании	1	1
2566	всегда на	1	1
2567	как из	1	1
2568	и сильнее	1	1
2569	в трудах	1	1
2570	те предметы	1	1
2571	изучения и	1	1
2572	собой очень	1	1
2573	в композиции	2	1
2574	ст здесь	1	1
2575	что данная	2	1
2576	не типична	1	1
2577	было невозможно	1	1
2578	в эти	1	1
2579	и сопровождающие	1	1
2580	что мотив	3	1
2581	надо было	1	1
2582	вполне понятным	1	1
2583	ниже но	1	1
2584	только одну	1	1
2585	таким же	1	1
2586	именно это	2	1
2587	быть сформулирован	1	1
2588	на ту	1	1
2589	бы всю	1	1
2590	с религией	3	1
