N	2gram	Medvedev_F	Psycholo
2466	начинается с	1	1
2467	предмет и	1	1
2468	а именно	3	1
2469	живого человека	1	1
2470	социальные формы	1	1
2471	другие если	1	1
2472	конструктивное значение	9	1
2473	языка на	1	1
2474	искусства нет	2	1
2475	и поэтические	2	1
2476	значение не	2	1
2477	почти ни	1	1
2478	метода на	2	1
2479	поставить вопрос	2	1
2480	не оказывается	1	1
2481	собственно говоря	1	1
2482	всего можно	1	1
2483	на таком	1	1
2484	ней как	2	1
2485	поэтических форм	3	1
2486	целями и	1	1
2487	относиться к	2	1
2488	не таков	1	1
2489	от различных	2	1
2490	лишены всякой	1	1
2491	на материале	2	1
2492	произведения которое	1	1
2493	моменты в	1	1
2494	в дальнейшем	3	1
2495	произведения что	1	1
2496	его поэтичности	1	1
2497	не выполняет	1	1
2498	что связано	1	1
2499	было не	1	1
2500	системы как	1	1
2501	всего и	1	1
2502	справедливо и	1	1
2503	звука в	1	1
2504	тем с	1	1
2505	важно и	1	1
2506	среды в	6	1
2507	по тем	1	1
2508	системы совершенно	1	1
2509	наоборот он	1	1
2510	как язык	1	1
2511	время от	1	1
2512	значение то	1	1
2513	его конкретной	2	1
2514	входит в	8	1
2515	выведенного из	1	1
2516	понятия в	2	1
2517	и идеологической	1	1
2518	не должен	1	1
2519	и стиль	1	1
2520	то естественно	1	1
2521	которыми он	1	1
2522	уже о	1	1
2523	утверждение как	2	1
2524	и поэтического	2	1
2525	которых не	1	1
2526	последних работах	2	1
2527	оно начинает	1	1
2528	правильно его	1	1
2529	почве и	1	1
2530	между отдельными	2	1
2531	правда и	1	1
2532	значения мы	1	1
2533	в различных	2	1
2534	образом из	1	1
2535	войдет в	1	1
2536	обращаясь к	1	1
2537	его именно	1	1
2538	задерживается и	1	1
2539	это искажение	1	1
2540	действительностью в	1	1
2541	и отчетливо	1	1
2542	могла не	1	1
2543	сделать вывод	1	1
2544	даже с	1	1
2545	здесь имеет	1	1
2546	мотив и	1	1
2547	они делают	1	1
2548	мы полагаем	3	1
2549	художественная деятельность	1	1
2550	включить в	2	1
2551	свое отношение	1	1
2552	эстетикой сверху	1	1
2553	не становится	1	1
2554	самом начале	1	1
2555	для поэтического	3	1
2556	носит характер	1	1
2557	она ни	3	1
2558	теоретиками и	1	1
2559	и оценки	1	1
2560	привели к	1	1
2561	на другого	1	1
2562	необходимо от	1	1
2563	момент в	1	1
2564	смыслом который	1	1
2565	восходя к	1	1
2566	самые основные	1	1
2567	к установлению	1	1
2568	этой роли	1	1
2569	впадаем в	1	1
2570	но отсюда	2	1
2571	здесь эта	2	1
2572	задач в	1	1
2573	они никогда	1	1
2574	связанное с	1	1
2575	и входит	1	1
2576	в системе	3	1
2577	своих основных	1	1
2578	где все	1	1
2579	искусстве но	1	1
2580	какое бы	2	1
2581	слово без	1	1
2582	но сама	1	1
2583	правильнее всего	1	1
2584	звуков и	1	1
2585	вся эта	2	1
2586	своего развития	2	1
2587	того о	1	1
2588	а кроме	1	1
2589	индивидуального сознания	1	1
2590	ее как	2	1
2591	футуризма на	1	1
2592	в шкловский	8	1
2593	от обычных	1	1
2594	и всецело	2	1
2595	следует отметить	2	1
2596	него как	1	1
2597	то оно	1	1
2598	существу и	1	1
2599	а сам	2	1
2600	от поэтического	1	1
2601	эта особенность	1	1
2602	как средство	2	1
2603	не толкает	1	1
2604	теории литературы	1	1
2605	метод к	1	1
2606	какую она	1	1
2607	смысле в	1	1
2608	его основная	1	1
2609	ведь они	1	1
2610	тогда и	1	1
2611	важны не	1	1
2612	резче и	1	1
2613	нелепо а	1	1
2614	на этих	1	1
2615	отличия от	1	1
2616	все построения	2	1
2617	и художественно	2	1
2618	и сама	1	1
2619	и через	2	1
2620	и этим	2	1
2621	в научном	1	1
2622	же собственный	1	1
2623	то только	1	1
2624	и развития	2	1
2625	всеми другими	1	1
2626	марксистскому методу	1	1
2627	нового и	1	1
2628	с формалистами	2	1
2629	и притом	2	1
2630	произведения его	1	1
2631	не их	1	1
2632	говорит в	3	1
2633	далее он	1	1
2634	они представляют	1	1
2635	не выражает	1	1
2636	не осуществляется	1	1
2637	вопрос идет	1	1
2638	преимущественно на	1	1
2639	художественных форм	2	1
2640	как его	3	1
2641	изменения и	1	1
2642	вещи не	1	1
2643	период своего	1	1
2644	ряд общих	1	1
2645	происходит и	2	1
2646	под воздействием	1	1
2647	теми или	1	1
2648	представляют собою	1	1
2649	меньше чем	1	1
2650	предмета исследования	1	1
2651	но спрашивается	1	1
2652	вот два	1	1
2653	между прочим	1	1
2654	в психике	1	1
2655	и вещей	1	1
2656	самого художественного	2	1
2657	тенденцией к	1	1
2658	по первым	2	1
2659	общее правило	1	1
2660	же касается	1	1
2661	в другие	1	1
2662	великое и	1	1
2663	построения но	1	1
2664	действительному существу	1	1
2665	он склонен	1	1
2666	структуры и	1	1
2667	всех своих	2	1
2668	иная чем	2	1
2669	не имеющие	2	1
2670	сможет внести	1	1
2671	выражение в	1	1
2672	для создания	2	1
2673	к конкретной	1	1
2674	не сводится	2	1
2675	может совершаться	1	1
2676	через этот	1	1
2677	самый процесс	1	1
2678	л в	1	1
2679	чтобы раскрыть	1	1
2680	в и	1	1
2681	помощью которых	1	1
2682	формального направления	4	1
2683	изучаемого предмета	1	1
2684	неправильно в	1	1
2685	всегда только	1	1
2686	определить ее	2	1
2687	но вовсе	1	1
2688	наук об	1	1
2689	все основные	1	1
2690	существу вовсе	1	1
2691	его смысла	2	1
2692	к литературному	1	1
2693	литературного явления	1	1
2694	же самих	1	1
2695	бы нелепо	3	1
2696	помощью которого	1	1
2697	понятие ритма	1	1
2698	содержание но	1	1
2699	бы уже	1	1
2700	для мысли	1	1
2701	что поэтическое	1	1
2702	потебни едва	1	1
2703	ведь на	1	1
2704	совершенно независимо	1	1
2705	сравнительно с	1	1
2706	стиль и	1	1
2707	художником в	1	1
2708	тех элементов	1	1
2709	дает ей	1	1
2710	принципа художественного	1	1
2711	они имели	1	1
2712	степени уже	1	1
2713	жизнь как	3	1
2714	оно еще	1	1
2715	и философской	2	1
2716	себе поэтому	1	1
2717	говорят и	1	1
2718	части в	1	1
2719	их к	3	1
2720	литературы она	1	1
2721	совершенно чужда	1	1
2722	всех сторон	1	1
2723	было дано	1	1
2724	как художественный	2	1
2725	внимания и	1	1
2726	но ничего	1	1
2727	творчества следует	1	1
2728	у разных	1	1
2729	сторону и	2	1
2730	утверждением и	1	1
2731	при соблюдении	2	1
2732	если они	1	1
2733	формалисты должны	1	1
2734	и языка	1	1
2735	основываясь на	1	1
2736	областями социальной	1	1
2737	значение как	1	1
2738	формы он	1	1
2739	развитие и	1	1
2740	границу между	1	1
2741	есть система	1	1
2742	чтобы тем	1	1
2743	и материально	1	1
2744	и особенно	3	1
2745	роман чтобы	1	1
2746	и нельзя	2	1
2747	ней все	2	1
2748	и сколько-нибудь	1	1
2749	иного произведения	1	1
2750	заключался в	1	1
2751	сказать так	1	1
2752	эту задачу	1	1
2753	эту аналогию	1	1
2754	единство произведения	2	1
2755	формалисты и	2	1
2756	литературы ни	2	1
2757	речи но	1	1
2758	протекать в	1	1
2759	к одной	1	1
2760	и наметить	1	1
2761	остроты но	1	1
2762	самим автором	1	1
2763	факта и	1	1
2764	была критика	1	1
2765	системы а	2	1
2766	самому своему	1	1
2767	нем как	3	1
2768	по принципу	2	1
2769	это уже	1	1
2770	литературных явлений	7	1
2771	помощи этого	1	1
2772	нашего времени	1	1
2773	искусства являются	1	1
2774	и ярче	1	1
2775	нельзя дать	1	1
2776	действительности которые	1	1
2777	и поэтических	1	1
2778	смысла в	2	1
2779	него нет	1	1
2780	место именно	1	1
2781	каждый исследователь	1	1
2782	поэтому чрезвычайно	1	1
2783	и форм	2	1
2784	вчувствования в	1	1
2785	к уже	1	1
2786	оказываются как	1	1
2787	литературы но	3	1
2788	которых и	1	1
2789	и делают	1	1
2790	направление и	1	1
2791	форм как	2	1
2792	чего-то само	1	1
2793	его построение	1	1
2794	перестанет быть	1	1
2795	вещи но	1	1
2796	художественная условность	1	1
2797	поэтической формы	1	1
2798	он своим	1	1
2799	что язык	2	1
2800	оно всегда	1	1
2801	и принципы	1	1
2802	это та	2	1
2803	легче и	1	1
2804	игры с	2	1
2805	должна идти	1	1
2806	историк и	1	1
2807	научного исследования	1	1
2808	и непосредственном	1	1
2809	из определенных	1	1
2810	взятые сами	1	1
2811	существует не	1	1
2812	направление в	3	1
2813	и были	1	1
2814	как наука	1	1
2815	ли вообще	1	1
2816	важное значение	1	1
2817	является вопрос	1	1
2818	в итоге	1	1
2819	дальше и	1	1
2820	говорили уже	1	1
2821	слова для	1	1
2822	в большинстве	6	1
2823	философии а	1	1
2824	нее так	1	1
2825	как художественное	1	1
2826	всех форм	1	1
2827	этих новых	1	1
2828	мы обычно	1	1
2829	очень глубоко	1	1
2830	не дают	2	1
2831	как теория	1	1
2832	и эстетикой	1	1
2833	оставив в	1	1
2834	со всех	1	1
2835	и понятие	1	1
2836	искусство только	2	1
2837	относящихся к	1	1
2838	тем эта	1	1
2839	его содержания	1	1
2840	ясности и	2	1
2841	его участие	1	1
2842	поэтическим произведением	1	1
2843	имеет вовсе	1	1
2844	но лишь	1	1
2845	от собственных	1	1
2846	его нельзя	1	1
2847	теории в	1	1
2848	в первых	1	1
2849	прозаического и	1	1
2850	литературных произведений	5	1
2851	нет она	1	1
2852	вещей как	1	1
2853	ряд новых	1	1
2854	чрезвычайно существенные	1	1
2855	характер тех	1	1
2856	только это	1	1
2857	всякого искусства	2	1
2858	и легко	1	1
2859	самой формы	2	1
2860	образом не	3	1
2861	известной степени	4	1
2862	к третьему	1	1
2863	элементы художественной	5	1
2864	и делается	1	1
2865	к науке	1	1
2866	с социологией	1	1
2867	человеческого организма	1	1
2868	она переносит	1	1
2869	громадное значение	3	1
2870	бы свою	1	1
2871	творчества а	1	1
2872	к миру	2	1
2873	и хотели	1	1
2874	последней в	2	1
2875	сходства с	1	1
2876	когда думает	1	1
2877	от науки	1	1
2878	мы убедимся	1	1
2879	свою силу	2	1
2880	для различения	1	1
2881	художественным творчеством	1	1
2882	какие бы	2	1
2883	конкретность и	1	1
2884	же он	1	1
2885	только содержание	1	1
2886	стиля и	2	1
2887	и видеть	1	1
2888	отчетливости и	1	1
2889	и следует	1	1
2890	чуть ли	1	1
2891	семейной жизни	1	1
2892	единство в	2	1
2893	же об	1	1
2894	принадлежит ему	1	1
2895	поэтому что	1	1
2896	как простая	1	1
2897	не обращаясь	1	1
2898	в гораздо	1	1
2899	ему в	1	1
2900	не изображает	1	1
2901	его структуры	1	1
2902	этого она	1	1
2903	том числе	1	1
2904	понятие формы	1	1
2905	проблему поэтического	1	1
2906	предположение что	1	1
2907	понятия к	1	1
2908	и судьбу	1	1
2909	лишь тем	1	1
2910	как музыка	1	1
2911	от нового	1	1
2912	как особый	2	1
2913	форма должна	1	1
2914	и историю	4	1
2915	и принципиально	1	1
2916	кроме как	1	1
2917	его книги	1	1
2918	представлять себе	3	1
2919	без нее	4	1
2920	что формалисты	2	1
2921	метод изучения	1	1
2922	не принимает	1	1
2923	к организации	1	1
2924	непосредственно в	5	1
2925	в г	1	1
2926	и изменяется	1	1
2927	оно только	1	1
2928	истории искусства	1	1
2929	и непосредственно	4	1
2930	эта попытка	1	1
2931	а ради	1	1
2932	является таким	1	1
2933	что к	1	1
2934	существует как	1	1
2935	самые разнообразные	1	1
2936	у толстого	2	1
2937	анализа этих	1	1
2938	как увидим	2	1
2939	виду что	3	1
2940	теперь с	1	1
2941	в литературу	1	1
2942	литературные произведения	3	1
2943	мы скорее	1	1
2944	эта основная	1	1
2945	положение в	1	1
2946	ясно с	1	1
2947	что перед	2	1
2948	ритм мелодика	1	1
2949	этих различий	1	1
2950	не хватает	1	1
2951	могла быть	1	1
2952	для контраста	1	1
2953	является не	1	1
2954	предпосылки и	1	1
2955	по-своему но	1	1
2956	мира и	1	1
2957	цель и	1	1
2958	искусстве не	1	1
2959	развита в	1	1
2960	об особом	1	1
2961	войти в	2	1
2962	совершенно иной	1	1
2963	не стал	1	1
2964	этот эффект	1	1
2965	единство и	2	1
2966	его же	1	1
2967	ему как	1	1
2968	при изучении	1	1
2969	за его	1	1
2970	метод и	3	1
2971	этой системы	1	1
2972	но конечно	2	1
2973	находится под	1	1
2974	как эта	1	1
2975	психологической и	1	1
2976	не говоря	1	1
2977	смысле то	1	1
2978	данную эпоху	2	1
2979	процессы здесь	1	1
2980	между нами	1	1
2981	равно что	1	1
2982	выводу приходит	1	1
2983	такую же	1	1
2984	от характера	1	1
2985	его тем	1	1
2986	еще можно	2	1
2987	борьбы за	1	1
2988	высказываний и	2	1
2989	и социальной	1	1
2990	у художника	1	1
2991	формализма который	1	1
2992	и обычное	1	1
2993	двух принципов	1	1
2994	что утверждение	1	1
2995	и почти	1	1
2996	функции каждого	2	1
2997	очень существенное	1	1
2998	а от	2	1
2999	быть к	1	1
3000	и критики	2	1
3001	языку и	1	1
3002	событий или	1	1
3003	но этой	1	1
3004	довольно часто	1	1
3005	чтобы перейти	1	1
3006	взаимодействие многих	1	1
3007	лежащую в	1	1
3008	эти формы	2	1
3009	во второй	3	1
3010	для положительного	1	1
3011	не находит	1	1
3012	отличные от	1	1
3013	здесь при	2	1
3014	характерно для	2	1
3015	теперь начинает	1	1
3016	и беспощадной	1	1
3017	анализ его	1	1
3018	отказ от	1	1
3019	который тоже	1	1
3020	целого в	1	1
3021	явлений в	1	1
3022	резко отличается	1	1
3023	к прозе	1	1
3024	движения в	2	1
3025	как чисто	1	1
3026	в пустыне	1	1
3027	исторической поэтики	3	1
3028	теорию поэтического	2	1
3029	каждый акт	2	1
3030	определяют его	1	1
3031	всей его	1	1
3032	чем является	1	1
3033	всегда на	1	1
3034	с приемами	1	1
3035	значение слова	1	1
3036	о какой	2	1
3037	в трудах	3	1
3038	элементов в	2	1
3039	были и	1	1
3040	та или	1	1
3041	действительности не	2	1
3042	изучения и	3	1
3043	свои усилия	1	1
3044	двух направлениях	1	1
3045	здесь особенно	1	1
3046	он оказывается	1	1
3047	отрывается от	1	1
3048	связи между	1	1
3049	анализа и	1	1
3050	им для	1	1
3051	не характеризуют	1	1
3052	как наиболее	1	1
3053	и тонки	2	1
3054	внутри самого	1	1
3055	в создании	2	1
3056	в эти	1	1
3057	и новые	1	1
3058	общественной и	1	1
3059	допустить чтобы	1	1
3060	делается для	1	1
3061	быть названы	1	1
3062	не вне	1	1
3063	с задачами	1	1
3064	других случаях	1	1
3065	поэты как	1	1
3066	в технических	1	1
3067	он непосредственно	1	1
3068	в лице	2	1
3069	в известной	2	1
3070	художественное значение	1	1
3071	здесь этот	1	1
