N	2gram	Bakhtin_Pr	Formalny
2451	и художественный	1	1
2452	нельзя назвать	1	1
2453	сложившейся на	1	1
2454	отрешены от	1	1
2455	здесь это	1	1
2456	оно касается	1	1
2457	не находит	1	1
2458	как таковые	2	1
2459	не существовало	1	1
2460	есть и	2	1
2461	и остался	2	1
2462	особый тип	2	1
2463	а прежде	2	1
2464	глава посвящена	1	1
2465	как значащую	1	1
2466	в начале	3	1
2467	должны рассматривать	2	1
2468	резко отличается	1	1
2469	изолированно а	1	1
2470	как явление	1	1
2471	и времени	1	1
2472	можно найти	3	1
2473	внутреннюю логику	1	1
2474	человека с	1	1
2475	важна здесь	4	1
2476	излагает в	2	1
2477	и оценивает	1	1
2478	у нее	1	1
2479	формулы и	1	1
2480	утрачивают свою	1	1
2481	слова его	2	1
2482	идеей и	1	1
2483	и всех	2	1
2484	чем является	2	1
2485	и полной	1	1
2486	герой не	2	1
2487	этом произведении	1	1
2488	пространства и	1	1
2489	еще на	1	1
2490	бы по	1	1
2491	всего то	1	1
2492	последнее слово	10	1
2493	и мыслей	1	1
2494	и неизбежно	1	1
2495	этого живого	1	1
2496	всех его	1	1
2497	проблема целого	1	1
2498	с различными	1	1
2499	вступают в	3	1
2500	может нести	1	1
2501	в книге	4	1
2502	вообще все	1	1
2503	этот роман	1	1
2504	том чего	1	1
2505	следует только	1	1
2506	содержанием и	1	1
2507	мы убедимся	1	1
2508	так можно	1	1
2509	и социальные	1	1
2510	работы мы	1	1
2511	их а	1	1
2512	ощущаться как	1	1
2513	которые в	2	1
2514	диалога с	1	1
2515	ряда как	1	1
2516	мы бы	1	1
2517	связи между	1	1
2518	основные темы	1	1
2519	не изображают	1	1
2520	может показаться	1	1
2521	действительно не	1	1
2522	он сумел	1	1
2523	ни принимало	1	1
2524	довести до	1	1
2525	бытия и	1	1
2526	контексте его	1	1
2527	все еще	2	1
2528	правом может	2	1
2529	установлено на	1	1
2530	своего идеологического	1	1
2531	материал у	1	1
2532	и новые	1	1
2533	могут дать	1	1
2534	готовое и	1	1
2535	ни был	2	1
2536	только одну	1	1
2537	соглашаться с	1	1
2538	и оно	2	1
2539	а эти	1	1
2540	образ героя	6	1
2541	эту идею	1	1
2542	этому вопросу	1	1
2543	построения все	2	1
2544	художественное творчество	1	1
2545	им не	1	1
2546	этого принципа	1	1
2547	эти взаимоотношения	1	1
2548	он ищет	4	1
2549	вся их	1	1
2550	к идее	4	1
2551	художественное значение	3	1
2552	себе были	1	1
2553	принципы конструкции	1	1
2554	здесь этот	1	1
2555	воспринять как	1	1
2556	и интонации	1	1
