N	2gram	Vinokur_St	FransuaR
2502	оказывается в	2	1
2503	однако что	1	1
2504	в праве	1	1
2505	следовательно в	1	1
2506	в россии	7	1
2507	показать что	1	1
2508	совершенно новый	1	1
2509	кажется не	1	1
2510	если это	3	1
2511	судить по	3	1
2512	немало таких	2	1
2513	в одних	1	1
2514	нет вообще	1	1
2515	применить эти	1	1
2516	и приобрели	1	1
2517	как не	1	1
2518	к нам	1	1
2519	которые специально	1	1
2520	с собою	1	1
2521	отступает от	2	1
2522	писал там	1	1
2523	не знать	1	1
2524	как нам	1	1
2525	отрывков из	1	1
2526	формах не	1	1
2527	следующие слова	2	1
2528	быть конечно	1	1
2529	которое нашло	1	1
2530	один пример	1	1
2531	литературных оценок	1	1
2532	лишь те	1	1
2533	русской истории	3	1
2534	к данной	1	1
2535	только одно	1	1
2536	поэму в	1	1
2537	именно такой	1	1
2538	попал в	1	1
2539	но тот	1	1
2540	и нуждается	1	1
2541	основные принципы	1	1
2542	пленника и	2	1
2543	я должен	1	1
2544	который с	1	1
2545	была найдена	1	1
2546	бы с	1	1
2547	вообще а	1	1
2548	времени эти	1	1
2549	чем-то вроде	1	1
2550	не имеют	2	1
2551	оставляют в	1	1
2552	мною если	1	1
2553	первой трети	2	1
2554	то и	1	1
2555	первоначально не	1	1
2556	этого материала	1	1
2557	что самое	1	1
2558	нет даже	2	1
2559	сделали бы	1	1
2560	его исторического	1	1
2561	это то	1	1
2562	не дал	1	1
2563	и живой	1	1
2564	и другой	1	1
2565	и исторических	1	1
2566	зависимости от	2	1
2567	ими в	1	1
2568	темой и	1	1
2569	но о	1	1
2570	из которого	2	1
2571	довольно сильны	1	1
2572	на ряде	1	1
2573	не принимал	1	1
2574	мире с	1	1
2575	лишь та	1	1
2576	не бьют	1	1
2577	судя по	2	1
2578	а во	3	1
2579	образом уже	1	1
2580	ведь то	1	1
2581	образом не	2	1
2582	есть тех	1	1
2583	о языке	2	1
2584	на более	1	1
2585	имею в	1	1
2586	в точности	1	1
2587	с текстом	1	1
2588	непосредственно из	1	1
2589	все уже	1	1
2590	ответа на	2	1
2591	на немецкий	1	1
2592	это тем	1	1
2593	обвинение в	2	1
2594	проявить свою	2	1
2595	не трудно	4	1
2596	в сознании	2	1
2597	где изображается	1	1
2598	совсем другое	1	1
2599	от разных	1	1
2600	и богатая	1	1
2601	мне хочется	2	1
2602	смерти у	1	1
2603	на кол	1	1
2604	видел в	2	1
2605	месте в	1	1
2606	все с	1	1
2607	стиля и	1	1
2608	главном в	1	1
2609	пришлось бы	1	1
2610	ж не	1	1
2611	а об	1	1
2612	чуть ли	2	1
2613	высшей степени	1	1
2614	истории литературы	2	1
2615	почему и	1	1
2616	при решении	1	1
2617	вполне и	1	1
2618	есть да	1	1
2619	превратилось в	1	1
2620	с но	1	1
2621	в прямом	2	1
2622	против этой	1	1
2623	премудрость и	1	1
2624	ведь именно	1	1
2625	этой области	5	1
2626	текстов но	1	1
2627	не нужен	1	1
2628	простого народа	2	1
2629	голоса в	1	1
2630	обратиться к	1	1
2631	события эпохи	1	1
2632	сколько в	2	1
2633	ли ты	1	1
2634	с очень	1	1
2635	далекими и	1	1
2636	который говорил	1	1
2637	лишь то	1	1
2638	материала и	2	1
2639	не пользовался	1	1
2640	еще страшнее	1	1
2641	литературе не	1	1
2642	нее так	1	1
2643	является чрезвычайно	1	1
2644	следует однако	1	1
2645	отправился к	1	1
2646	что так	3	1
2647	в хронологическом	1	1
2648	мере касается	1	1
2649	этом сам	1	1
2650	в полном	1	1
2651	есть но	1	1
2652	и принципиально	1	1
2653	с той	3	1
2654	форме это	1	1
2655	на одной	1	1
2656	чтобы получить	1	1
2657	же случае	1	1
2658	открыто и	1	1
2659	о ее	1	1
2660	слова не	1	1
2661	поэма была	1	1
2662	что роман	1	1
2663	после этих	1	1
2664	только была	1	1
2665	отказаться от	2	1
2666	а к	2	1
2667	xviii и	1	1
2668	речи это	1	1
2669	лучше других	1	1
2670	а сверх	1	1
2671	виду что	1	1
2672	вдоль и	1	1
2673	всей нашей	1	1
2674	народ на	1	1
2675	а то	3	1
2676	стихи и	1	1
2677	положение в	1	1
2678	написать историю	1	1
2679	распространено в	1	1
2680	течение почти	1	1
2681	случаях когда	1	1
2682	с рядом	1	1
2683	последнее время	1	1
2684	ли не	2	1
2685	в выборе	2	1
2686	не относится	1	1
2687	здесь например	1	1
2688	те из	1	1
2689	много ни	1	1
2690	он приводит	1	1
2691	к середине	1	1
2692	его же	2	1
2693	г к	1	1
2694	работы над	5	1
2695	при его	3	1
2696	этого места	1	1
2697	лиц на	1	1
2698	истории о	1	1
2699	чтобы сделать	2	1
2700	презрение к	1	1
2701	еще до	4	1
2702	и тех	1	1
2703	том случае	1	1
2704	свою эпоху	1	1
2705	этом утверждении	1	1
2706	тут и	1	1
2707	показать его	1	1
2708	книг но	1	1
2709	является к	1	1
2710	они представители	1	1
2711	не выдерживает	1	1
2712	для изучения	4	1
2713	первому тому	1	1
2714	принципиально не	1	1
2715	время можно	1	1
2716	автора к	1	1
2717	плоть от	1	1
2718	это за	1	1
2719	был жив	1	1
2720	очень значительной	1	1
2721	нельзя не	3	1
2722	степени не	1	1
2723	просто не	1	1
2724	он смотрел	1	1
2725	это написано	1	1
2726	служить и	1	1
2727	нужно было	2	1
2728	разумеется совершенно	4	1
2729	века не	1	1
2730	в поэме	3	1
2731	говорит я	1	1
2732	о причинах	1	1
2733	отношений между	3	1
2734	пор они	1	1
2735	до появления	1	1
2736	грамматике и	1	1
2737	не станет	1	1
2738	ведь если	2	1
2739	тему мы	1	1
2740	и можно	2	1
2741	развивается в	1	1
2742	эпохи как	3	1
2743	не интересует	1	1
2744	и презрение	1	1
2745	иначе в	2	1
2746	как их	1	1
2747	этот крик	1	1
2748	пор и	1	1
2749	в литературном	3	1
2750	изучения и	1	1
2751	и понятным	1	1
2752	над его	1	1
2753	все содержание	1	1
2754	только по	1	1
2755	этом и	2	1
2756	в высшей	1	1
2757	которыми он	3	1
2758	которого является	1	1
2759	и быть	1	1
2760	самом себе	1	1
2761	нет как	1	1
2762	без сомнения	1	1
2763	оказался в	1	1
2764	он просто	1	1
2765	вполне понятным	1	1
2766	пишет в	2	1
2767	лучшем случае	1	1
2768	местах в	1	1
2769	сам а	1	1
2770	нетрудно заметить	1	1
2771	гл ii	2	1
2772	ее любовников	1	1
2773	только таким	1	1
2774	а я	1	1
2775	части этого	2	1
