N	2gram	Tiupa_Lite	Analitik
2393	художественных впечатлений	1	1
2394	к изучению	1	1
2395	своих и	1	1
2396	реального читателя	1	1
2397	в понимании	1	1
2398	в плане	1	1
2399	однако для	1	1
2400	реальность в	1	1
2401	действительности не	1	1
2402	момент своего	1	1
2403	возвращением к	1	1
2404	внутри себя	1	1
2405	единосущную пусть	1	1
2406	это место	1	1
2407	этом и	1	1
2408	в эстетической	1	1
2409	предмет его	1	1
2410	к чужому	1	1
2411	им полный	1	1
2412	дня и	1	1
2413	эту мысль	1	1
2414	лишь его	2	1
2415	вся художественная	1	1
2416	иосиф бродский	1	1
2417	б с	1	1
2418	к женщине	1	1
2419	себя а	1	1
2420	в виде	1	1
2421	право на	4	1
2422	существования способа	1	1
2423	эстетическом отношении	1	1
2424	и эта	1	1
2425	впоследствии в	1	1
2426	когда наконец	1	1
2427	как представляется	2	1
2428	на своих	1	1
2429	основе когда	1	1
2430	зрителя слушателя	4	1
2431	конце концов	1	1
2432	бытия в	1	1
2433	ролевого поведения	1	1
2434	хронотопа следует	1	1
2435	будущей жизни	1	1
2436	творения в	1	1
2437	классических текстов	1	1
2438	возможна только	1	1
2439	как живой	1	1
2440	красоты и	1	1
2441	что фигуры	1	1
2442	типа есть	1	1
2443	своей глубине	2	1
2444	здесь поистине	1	1
2445	может наиболее	1	1
2446	на войне	1	1
2447	событие это	1	1
2448	нет я	2	1
2449	погибнуть заявляя	1	1
2450	аспект художественной	1	1
2451	производить впечатление	1	1
2452	в е	3	1
2453	в воображении	1	1
2454	что легко	1	1
2455	для другого	1	1
2456	из двух	1	1
2457	персонажей как	1	1
2458	перед смертью	1	1
2459	а я	2	1
2460	смыкается с	2	1
