N	2gram	Potebnia_M	Psycholo
2497	этого в	2	1
2498	то должно	1	1
2499	чтобы дать	1	1
2500	усомниться и	1	1
2501	перед собою	2	1
2502	можно и	1	1
2503	самого себя	4	1
2504	который весь	1	1
2505	углубляться в	1	1
2506	ровно ничего	1	1
2507	в одних	2	1
2508	с содержанием	1	1
2509	стадо овец	1	1
2510	есть знак	1	1
2511	или по	2	1
2512	звук в	2	1
2513	вышли из	1	1
2514	предмет это	1	1
2515	не имеющее	1	1
2516	одного языка	1	1
2517	ни стало	1	1
2518	их было	1	1
2519	есть средство	2	1
2520	взаимная связь	1	1
2521	человек есть	2	1
2522	по общему	2	1
2523	жить и	1	1
2524	самого содержания	1	1
2525	только отдельные	2	1
2526	касается до	3	1
2527	то не	5	1
2528	говорить что	1	1
2529	то ли	1	1
2530	как живопись	1	1
2531	по мере	10	1
2532	исторического развития	1	1
2533	отношений в	1	1
2534	иначе чем	2	1
2535	природы или	1	1
2536	а там	1	1
2537	стремления и	1	1
2538	подобных случаев	1	1
2539	он имеет	1	1
2540	это должно	1	1
2541	можем принять	1	1
2542	жизнь если	1	1
2543	а во-вторых	1	1
2544	значения но	1	1
2545	во взаимной	1	1
2546	по их	1	1
2547	оказывается только	1	1
2548	всегда остается	1	1
2549	только можно	1	1
2550	мы желаем	2	1
2551	значении и	1	1
2552	достоинства которые	1	1
2553	обширном смысле	2	1
2554	до степени	1	1
2555	его особенности	1	1
2556	то окажется	1	1
2557	но самое	1	1
2558	на средство	1	1
2559	от личной	1	1
2560	стороны в	1	1
2561	открывает в	1	1
2562	которые поэтому	1	1
2563	всех тех	1	1
2564	начинается с	1	1
2565	предмет и	2	1
2566	прямо а	1	1
2567	а именно	1	1
2568	что бог	1	1
2569	и конечную	1	1
2570	в одно	5	1
2571	менее определенным	1	1
2572	их за	1	1
2573	нуждаться в	1	1
2574	более сложные	1	1
2575	их отношение	1	1
2576	он вполне	1	1
2577	найдена идея	1	1
2578	имеют значение	1	1
2579	он по	1	1
2580	собственно говоря	2	1
2581	всего можно	1	1
2582	верно то	1	1
2583	для эстетического	1	1
2584	сколько же	1	1
2585	справедливо что	1	1
2586	открывает нам	1	1
2587	начнем с	4	1
2588	во-первых в	3	1
2589	всякого рода	1	1
2590	за другим	1	1
2591	это опять	1	1
2592	при тех	1	1
2593	случае они	1	1
2594	внутренней связи	3	1
2595	на человека	1	1
2596	системы как	2	1
2597	во-вторых что	1	1
2598	не прямо	1	1
2599	только одному	1	1
2600	не нашла	2	1
2601	звука в	4	1
2602	лицом и	2	1
2603	тем с	1	1
2604	как та	1	1
2605	решительно нельзя	1	1
2606	этот механизм	1	1
2607	чувствует себя	1	1
2608	будет там	1	1
2609	проч и	1	1
2610	духовной жизни	2	1
2611	как язык	1	1
2612	самого субъекта	1	1
2613	значение то	1	1
2614	входит в	1	1
2615	не должен	1	1
2616	для чувств	1	1
2617	слиянию и	1	1
2618	различных групп	1	1
2619	бы из	1	1
2620	уже о	1	1
2621	не довольствуясь	1	1
2622	которых не	1	1
2623	душе человека	1	1
2624	об отношении	3	1
2625	между отдельными	1	1
2626	чувства испытываемые	1	1
2627	дыхании и	1	1
2628	в различных	1	1
2629	природу человека	1	1
2630	этим не	1	1
2631	лежит вне	1	1
2632	смотрят на	1	1
2633	неприятное чувство	1	1
2634	развития которая	1	1
2635	даже с	2	1
2636	нем есть	2	1
2637	и утверждать	1	1
2638	жил и	1	1
2639	не упоминает	1	1
2640	когда-то было	1	1
2641	бы потому	1	1
2642	постоянно в	1	1
2643	могут и	1	1
2644	тела в	2	1
2645	корнях и	1	1
2646	самом начале	1	1
2647	мыслей которые	1	1
2648	можем предположить	1	1
2649	по которой	1	1
2650	духа и	8	1
2651	принять за	2	1
2652	что мысль	4	1
2653	с такою	2	1
2654	может однако	1	1
2655	который служит	1	1
2656	слышим самый	1	1
2657	самой речи	1	1
2658	по вкусу	1	1
2659	проч с	1	1
2660	есть скорее	1	1
2661	в девятой	1	1
2662	основной мысли	1	1
2663	изменений в	2	1
2664	из самой	1	1
2665	нам остается	2	1
2666	лежащим в	1	1
2667	бы так	1	1
2668	жизни точно	1	1
2669	казаться что	2	1
2670	связанное с	3	1
2671	его мысли	1	1
2672	какое бы	1	1
2673	даже самому	1	1
2674	в связь	1	1
2675	одному только	1	1
2676	какой именно	1	1
2677	дает возможность	1	1
2678	что имеет	2	1
2679	мысли ни	1	1
2680	звуков и	5	1
2681	не имеющим	1	1
2682	своего развития	1	1
2683	одних только	2	1
2684	все признаки	2	1
2685	истинной и	1	1
2686	ее как	1	1
2687	считать не	1	1
2688	ее понимание	1	1
2689	производят впечатление	1	1
2690	изменение в	2	1
2691	ли нам	1	1
2692	вносим в	1	1
2693	него как	1	1
2694	этого сказать	1	1
2695	и последующим	1	1
2696	не противоречит	3	1
2697	то оно	3	1
2698	было они	1	1
2699	нас чувство	1	1
2700	как полагает	1	1
2701	на такую	1	1
2702	к человеку	1	1
2703	из следующих	1	1
2704	на нашу	1	1
2705	как средство	2	1
2706	имеют в	2	1
2707	сил если	1	1
2708	разумеется в	1	1
2709	прием который	1	1
2710	есть форма	1	1
2711	смысле в	5	1
2712	напротив в	1	1
2713	прийти к	1	1
2714	есть его	1	1
2715	указали выше	1	1
2716	а и	5	1
2717	действует и	1	1
2718	по справедливости	1	1
2719	из взаимодействия	1	1
2720	отличия от	1	1
2721	что несмотря	1	1
2722	это изменение	1	1
2723	мы принимаем	2	1
2724	чувством которое	2	1
2725	значит не	1	1
2726	органы и	2	1
2727	от людей	1	1
2728	распадаются на	2	1
2729	легко можем	1	1
2730	на глубокую	1	1
2731	сколько бы	1	1
2732	внешнего мира	3	1
2733	и развития	2	1
2734	в мысли	13	1
2735	и притом	6	1
2736	человеческого и	1	1
2737	что вы	1	1
2738	противоположность между	1	1
2739	нашей мысли	7	1
2740	который ставит	1	1
2741	слова во	2	1
2742	деятельности в	2	1
2743	есть искусство	1	1
2744	но чувство	1	1
2745	наконец в-третьих	1	1
2746	приближает его	1	1
2747	есть из	1	1
2748	все наше	2	1
2749	как его	1	1
2750	с представлением	1	1
2751	мысли например	1	1
2752	в ожидании	1	1
2753	решение этой	1	1
2754	над нашим	1	1
2755	вопрос почему	1	1
2756	на известный	1	1
2757	представлений как	1	1
2758	верным изображением	1	1
2759	не кто	1	1
2760	для души	4	1
2761	прибавить что	2	1
2762	между прочим	5	1
2763	долго и	1	1
2764	всякую возможность	1	1
2765	тех мыслей	1	1
2766	понимание и	1	1
2767	при понимании	1	1
2768	каждое поколение	2	1
2769	выше мы	2	1
2770	служит для	2	1
2771	и ближе	1	1
2772	нужно еще	1	1
2773	мы делаем	1	1
2774	же касается	1	1
2775	например как	1	1
2776	своей мысли	1	1
2777	собою и	2	1
2778	обе они	1	1
2779	и отдельные	2	1
2780	эстетическое впечатление	1	1
2781	всех народов	1	1
2782	как сказано	1	1
2783	чувством чем	1	1
2784	начало исследования	1	1
2785	не имеющие	1	1
2786	всякое понимание	1	1
2787	нам более	1	1
2788	взглядом на	1	1
2789	одно за	1	1
2790	языке с	1	1
2791	что отношения	2	1
2792	для создания	2	1
2793	и глубине	1	1
2794	в живой	2	1
2795	предполагает что	1	1
2796	представления являются	1	1
2797	так одна	1	1
2798	предполагается что	1	1
2799	без сомнения	6	1
2800	есть мы	1	1
2801	самый процесс	2	1
2802	не исчерпывается	2	1
2803	близко к	1	1
2804	ускользает от	2	1
2805	гравюра передает	1	1
2806	то сам	1	1
2807	очевидно не	1	1
2808	к новым	2	1
2809	боли и	2	1
2810	здесь заключено	1	1
2811	явления в	2	1
2812	понимать и	1	1
2813	человека которые	1	1
2814	в образы	2	1
2815	не назовем	2	1
2816	принять что	3	1
2817	предшествующим и	1	1
2818	обстоятельствах непременно	1	1
2819	и миром	2	1
2820	кажется лучшим	1	1
2821	спрашивать не	1	1
2822	для мысли	2	1
2823	слов не	2	1
2824	времен и	2	1
2825	и представление	1	1
2826	несколько иначе	1	1
2827	в тоне	1	1
2828	сравнительно с	5	1
2829	и веселый	1	1
2830	при первом	1	1
2831	различных по	1	1
2832	ее смысл	1	1
2833	их образы	1	1
2834	значит стоять	1	1
2835	мысли чтобы	1	1
2836	но без	2	1
2837	всю мысль	1	1
2838	основанное на	1	1
2839	образом то	1	1
2840	это потому	1	1
2841	это правило	1	1
2842	многие и	1	1
2843	его стороны	2	1
2844	каждый человек	1	1
2845	их к	2	1
2846	с усилением	1	1
2847	любовь и	1	1
2848	есть вместе	3	1
2849	они содействуют	1	1
2850	мысль в	2	1
2851	форм в	1	1
2852	ключ ко	1	1
2853	§ и	1	1
2854	если они	1	1
2855	и языка	4	1
2856	человека или	1	1
2857	предметом для	1	1
2858	быть для	2	1
2859	которые были	1	1
2860	первое из	1	1
2861	из глубины	2	1
2862	общее что	1	1
2863	сущности есть	1	1
2864	есть система	1	1
2865	нет не	1	1
2866	что символизм	1	1
2867	проявляются в	1	1
2868	от воли	1	1
2869	могут понять	1	1
2870	говорит но	1	1
2871	мы забываем	1	1
2872	всех отношениях	1	1
2873	которое заставляет	1	1
2874	бы невозможно	5	1
2875	его со	1	1
2876	как нужно	1	1
2877	внешней форме	1	1
2878	нас те	2	1
2879	приближается к	2	1
2880	его собственное	1	1
2881	корней на	1	1
2882	одном случае	1	1
2883	отдельных звуков	1	1
2884	будет признать	1	1
2885	не дело	2	1
2886	мы назвали	1	1
2887	предметы и	1	1
2888	же звук	1	1
2889	к одной	3	1
2890	пути развития	2	1
2891	понимания с	1	1
2892	как постепенно	1	1
2893	и одно	1	1
2894	б не	2	1
2895	что рядом	1	1
2896	особенности этого	1	1
2897	это уже	1	1
2898	ее звукам	1	1
2899	он что	1	1
2900	произведение а	1	1
2901	же невозможно	1	1
2902	по внешнему	1	1
2903	нашего времени	1	1
2904	что непременно	1	1
2905	тому какое	1	1
2906	ощущения и	2	1
2907	внешнему миру	1	1
2908	от другого	3	1
2909	так слабо	1	1
2910	чувством в	1	1
2911	него нет	1	1
2912	вызвало бы	1	1
2913	связанная с	1	1
2914	от действия	2	1
2915	совершенно несправедливо	1	1
2916	сознаться что	1	1
2917	о законах	1	1
2918	мы понимаем	1	1
2919	тот язык	1	1
2920	которых и	2	1
2921	между которыми	1	1
2922	не делает	1	1
2923	что язык	18	1
2924	содержание а	1	1
2925	они связаны	1	1
2926	даже при	3	1
2927	же поводу	1	1
2928	существует и	1	1
2929	воздуха и	1	1
2930	мнения что	1	1
2931	научного исследования	1	1
2932	лежащие в	1	1
2933	вопросом о	2	1
2934	тем которые	1	1
2935	и были	1	1
2936	в сравнении	5	1
2937	две группы	2	1
2938	дают им	1	1
2939	смысле оно	1	1
2940	так ясно	1	1
2941	само себе	1	1
2942	дальше и	1	1
2943	мы ожидали	1	1
2944	других низших	1	1
2945	больше что	1	1
2946	такого положения	1	1
2947	их содержания	1	1
2948	субъективности и	1	1
2949	без которых	1	1
2950	это никакого	1	1
2951	слова для	5	1
2952	в большинстве	1	1
2953	а получает	1	1
2954	басне за	1	1
2955	сама не	1	1
2956	отличительный признак	1	1
2957	действует как	1	1
2958	поэтому не	1	1
2959	почему эти	1	1
2960	психологических фактов	1	1
2961	очевидно и	1	1
2962	не объясняет	1	1
2963	звук может	1	1
2964	не дают	2	1
2965	другие области	1	1
2966	случае и	1	1
2967	их стремление	1	1
2968	если ребенок	1	1
2969	сознание и	1	1
2970	себя воду	2	1
2971	сказано выше	1	1
2972	объяснение не	2	1
2973	уже там	1	1
2974	людей как	1	1
2975	чувства с	1	1
2976	имело бы	1	1
2977	народа и	2	1
2978	между деятельностью	1	1
2979	его нельзя	1	1
2980	эта мысль	3	1
2981	этим явлениям	1	1
2982	не обходятся	1	1
2983	если вместо	1	1
2984	идеи в	1	1
2985	что удовольствие	1	1
2986	только это	1	1
2987	и легко	1	1
2988	достигает того	1	1
2989	человека там	1	1
2990	обществе и	2	1
2991	выражения лица	1	1
2992	известной степени	1	1
2993	из одной	1	1
2994	логической мысли	1	1
2995	между людьми	2	1
2996	на внешние	2	1
2997	слов к	1	1
2998	возможности так	1	1
2999	от звуков	1	1
3000	производит на	1	1
3001	основная ошибка	1	1
3002	образом три	1	1
3003	если возьмем	2	1
3004	того с	1	1
3005	которой как	1	1
3006	последней в	1	1
3007	сходства с	1	1
3008	совсем другое	1	1
3009	в свой	1	1
3010	понятно для	1	1
3011	при каких	1	1
3012	притом так	1	1
3013	какие бы	1	1
3014	когда нам	1	1
3015	только содержание	1	1
3016	попытка уяснить	1	1
3017	самая сущность	1	1
3018	от связи	1	1
3019	может доставить	1	1
3020	чувство может	1	1
3021	единство в	1	1
3022	ее предметом	1	1
3023	можно себе	2	1
3024	что изучение	1	1
3025	равно и	2	1
3026	ему в	1	1
3027	подобно всем	1	1
3028	ни с	2	1
3029	того времени	2	1
3030	не нужен	2	1
3031	состояние души	5	1
3032	самое движение	1	1
3033	дает только	2	1
3034	предположение что	2	1
3035	и всем	1	1
3036	это часто	1	1
3037	дошел до	2	1
3038	части его	1	1
3039	результаты этой	1	1
3040	может объяснить	2	1
3041	отличает ее	1	1
3042	нашей речи	1	1
3043	будет ли	1	1
3044	день и	1	1
3045	место только	1	1
3046	то прежде	1	1
3047	всем с	1	1
3048	уже были	1	1
3049	лицом к	1	1
3050	этим именем	1	1
3051	представлять себе	1	1
3052	бы предположить	1	1
3053	как изменяется	1	1
3054	или представлений	1	1
3055	в г	2	1
3056	всему человечеству	1	1
3057	оно только	1	1
3058	и непосредственно	2	1
3059	и представления	1	1
3060	частей мы	1	1
3061	что к	2	1
3062	можно вывести	1	1
3063	существует как	1	1
3064	чувство их	1	1
3065	как увидим	4	1
3066	каждом отдельном	1	1
3067	чем состоит	1	1
3068	виду что	2	1
3069	этом что	1	1
3070	свет и	5	1
3071	видели у	1	1
3072	один момент	1	1
3073	влиянии на	2	1
3074	что а	3	1
3075	и неудовольствие	3	1
3076	страха и	1	1
3077	своей души	1	1
3078	природу и	2	1
3079	что звук	1	1
3080	а люди	1	1
3081	по-своему но	1	1
3082	нельзя поэтому	1	1
3083	все слова	2	1
3084	даже что	1	1
3085	мысль об	1	1
3086	такое значение	1	1
3087	становится между	1	1
3088	как чувства	1	1
3089	то можно	1	1
3090	начинает свое	1	1
3091	единство и	1	1
3092	так относится	1	1
3093	за его	1	1
3094	мы тем	1	1
3095	с какими	1	1
3096	как общая	1	1
3097	дела до	1	1
3098	этой системы	1	1
3099	но разумеется	1	1
3100	как эта	1	1
3101	лиц на	1	1
3102	два случая	1	1
3103	и логически	1	1
3104	не говоря	1	1
3105	бы вместить	1	1
3106	с областью	1	1
3107	п и	1	1
3108	сильные чувства	2	1
3109	искать в	3	1
3110	между нами	1	1
3111	язвы в	1	1
3112	есть налицо	1	1
3113	одного этого	1	1
3114	содержания можно	1	1
3115	они стали	1	1
3116	взаимно противоположные	1	1
3117	такую же	2	1
3118	покажет нам	1	1
3119	каждая из	1	1
3120	мы считали	1	1
3121	заставляют нас	1	1
3122	выше что	2	1
3123	не решает	1	1
3124	он принадлежит	1	1
3125	как необходимо	1	1
3126	сходятся и	1	1
3127	содержания есть	1	1
3128	как наоборот	1	1
3129	а от	2	1
3130	этимологическое значение	1	1
3131	языку и	2	1
3132	вопрос как	1	1
3133	важную роль	2	1
3134	сразу только	1	1
3135	последнее если	1	1
3136	эти формы	2	1
3137	во второй	1	1
3138	и усталость	1	1
3139	не находит	2	1
3140	в изменении	1	1
3141	музыка не	1	1
3142	гармонически и	1	1
3143	если язык	1	1
3144	из теории	1	1
3145	восприятий и	2	1
3146	можем знать	1	1
3147	явлений в	3	1
3148	болезнь и	1	1
3149	одного слова	1	1
3150	этого образа	1	1
3151	движения в	3	1
3152	не станет	2	1
3153	которую я	1	1
3154	несколько раз	1	1
3155	существование в	1	1
3156	которая тоже	1	1
3157	как черный	1	1
3158	на иных	1	1
3159	с человеком	1	1
3160	мыслью и	3	1
3161	еще на	1	1
3162	значение слова	2	1
3163	тоне но	1	1
3164	всех времен	1	1
3165	то язык	1	1
3166	со своими	1	1
3167	не нуждается	2	1
3168	были и	2	1
3169	к совершению	1	1
3170	от мысли	2	1
3171	возможна и	1	1
3172	действительности не	2	1
3173	нас самих	1	1
3174	только по	5	1
3175	этом и	1	1
3176	группы только	1	1
3177	связи между	2	1
3178	и бессознательными	1	1
3179	обращаться к	1	1
3180	и остальные	1	1
3181	выражением его	1	1
3182	же можно	1	1
3183	самое чувство	1	1
3184	быть похож	1	1
3185	ему с	1	1
3186	мы указали	1	1
3187	отношении чем	1	1
3188	и утверждение	1	1
3189	в создании	6	1
3190	двух родов	1	1
3191	их чувства	1	1
3192	явлениями и	1	1
3193	если на	1	1
3194	когда наконец	1	1
3195	что характеризует	1	1
3196	ли может	1	1
3197	организм в	1	1
3198	быть названы	3	1
3199	язык чувства	1	1
3200	нас по	2	1
3201	с задачами	1	1
3202	соответствует тому	1	1
3203	только удовольствие	1	1
3204	средствами искусства	1	1
3205	случаи которые	2	1
3206	в лице	1	1
3207	чего я	1	1
3208	при всяком	1	1
3209	отдельного лица	2	1
3210	и сказать	1	1
3211	без помощи	1	1
